t_setid;t_setname;t_item1;t_item2;t_item3;t_item4;t_item5;t_item6;t_item7;t_item8;t_item9;t_item10;t_item11;t_item12;t_item13;t_item14;seteffect1_count;t_seteffect1_effect1;t_seteffect1_effect2;t_seteffect1_effect3;t_seteffect1_effect4;t_seteffect1_skill;seteffect2_count;t_seteffect2_effect1;t_seteffect2_effect2;t_seteffect2_effect3;t_seteffect2_effect4;t_seteffect2_skill;seteffect3_count;t_seteffect3_effect1;t_seteffect3_effect2;t_seteffect3_effect3;t_seteffect3_effect4;t_seteffect3_skill;seteffect4_count;t_seteffect4_effect1;t_seteffect4_effect2;t_seteffect4_effect3;t_seteffect4_effect4;t_seteffect4_skill;seteffect5_count;t_seteffect5_effect1;t_seteffect5_effect2;t_seteffect5_effect3;t_seteffect5_effect4;t_seteffect5_skill;seteffect6_count;t_seteffect6_effect1;t_seteffect6_effect2;t_seteffect6_effect3;t_seteffect6_effect4;t_seteffect6_skill;seteffect7_count;t_seteffect7_effect1;t_seteffect7_effect2;t_seteffect7_effect3;t_seteffect7_effect4;t_seteffect7_skill;seteffect8_count;t_seteffect8_effect1;t_seteffect8_effect2;t_seteffect8_effect3;t_seteffect8_effect4;t_seteffect8_skill
setall4012;무파딘 세트;AC0_1_45330;AC0_0_45330;AC0_0_45331;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,1040);*;*;*;*;3.000000;(길들이기확률%,20);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4013;고대의 세트;AC0_1_45400;AC0_0_45400;AC0_0_45401;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,1170);(allstat+,40);*;*;*;3.000000;(모든공격력%,15);(모든방어력%,15);(길들이기확률%,20);*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4014;사막 용사의 장신구 세트;AC0_1_45600;AC0_0_45600;AC0_0_45601;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,890);*;*;*;*;3.000000;(무기물리공격력+,457);(마법물리공격력+,457);(무기극대력+,600);(마법극대력+,600);*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setallXMAS;크리스마스 장신구 세트;AC0_1_XMAS;AC0_0_XMAS1;AC0_0_XMAS2;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,900);(모든공격력+,250);*;*;*;3.000000;(allstat+,35);(모든방어력%,7);(쿨타임%,-8);*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetgd4564;하급 학살자 세트;pvpAR0_003_1_004564;pvpAR0_003_2_004564;pvpAR0_003_3_004564;pvpAR0_003_4_004564;pvpAR0_003_5_004564;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,379);(VTL+,36);*;*;*;3.000000;(최대HP+,1610);(무기극대화확률+,11);*;*;*;4.000000;(무기극대력+,652);(STR+,235);*;*;*;5.000000;(치명타피해감소+,2504);(무기물리방어력%,7);(PK육체계저항율+,30);*;setpvpgd45;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetwr4564;하급 학살자 세트;pvpAR1_003_1_004564;pvpAR1_003_2_004564;pvpAR1_003_3_004564;pvpAR1_003_4_004564;pvpAR1_003_5_004564;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,477);(VTL+,24);*;*;*;3.000000;(최대HP+,1100);(무기극대화확률+,7);*;*;*;4.000000;(무기극대력+,1332);(STR+,374);*;*;*;5.000000;(치명타피해감소+,1605);(무기물리방어력%,7);(PK육체계저항율+,30);*;setpvpwr45;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSettf4564;하급 학살자 세트;pvpAR3_005_1_004564;pvpAR3_005_2_004564;pvpAR3_005_3_004564;pvpAR3_005_4_004564;pvpAR3_005_5_004564;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,268);(DEX+,80);*;*;*;3.000000;(최대HP+,601);(무기극대화확률+,6);*;*;*;4.000000;(무기극대력+,1627);(STR+,240);*;*;*;5.000000;(치명타피해감소+,1210);(배후공격극대화확률+,8);(PK육체계저항율+,30);*;setpvptf45;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetwz4564;하급 학살자 세트;pvpAR4_004_1_004564;pvpAR4_004_2_004564;pvpAR4_004_3_004564;pvpAR4_004_4_004564;pvpAR4_004_5_004564;*;*;*;*;*;*;*;*;*;2.000000;(마법물리공격력+,512);(VTL+,21);*;*;*;3.000000;(최대HP+,583);(마법극대화확률+,11);*;*;*;4.000000;(마법극대력+,1785);(INT+,368);*;*;*;5.000000;(치명타피해감소+,1060);(캐스팅속도%,-8);(PK육체계저항율+,30);*;setpvpwz45;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetpr4564;하급 학살자 세트;pvpAR5_004_1_004564;pvpAR5_004_2_004564;pvpAR5_004_3_004564;pvpAR5_004_4_004564;pvpAR5_004_5_004564;*;*;*;*;*;*;*;*;*;2.000000;(마법물리공격력+,450);(MTL+,94);*;*;*;3.000000;(최대HP+,589);(마법극대화확률+,7);*;*;*;4.000000;(마법극대력+,466);(INT+,251);*;*;*;5.000000;(치명타피해감소+,1594);(캐스팅속도%,-8);(PK육체계저항율+,30);*;setpvppr45;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetac4564;하급 학살자 세트;pvpar2_005_1_004564;pvpar2_005_2_004564;pvpar2_005_3_004564;pvpar2_005_4_004564;pvpar2_005_5_004564;*;*;*;*;*;*;*;*;*;2.000000;(마법물리공격력+,450);(MTL+,94);*;*;*;3.000000;(최대HP+,850);(마법극대화확률+,11);*;*;*;4.000000;(마법극대력+,1785);(INT+,368);*;*;*;5.000000;(치명타피해감소+,1060);(쿨타임%,-8);(PK육체계저항율+,30);*;setpvpac45;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetgd5069;중급 학살자 세트;pvpAR0_003_1_005069;pvpAR0_003_2_005069;pvpAR0_003_3_005069;pvpAR0_003_4_005069;pvpAR0_003_5_005069;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,454);(VTL+,43);*;*;*;3.000000;(최대HP+,1932);(무기극대화확률+,13);*;*;*;4.000000;(무기극대력+,782);(STR+,282);*;*;*;5.000000;(치명타피해감소+,3004);(무기물리방어력%,9);(PK육체계저항율+,34);*;setpvpgd50;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetwr5069;중급 학살자 세트;pvpAR1_003_1_005069;pvpAR1_003_2_005069;pvpAR1_003_3_005069;pvpAR1_003_4_005069;pvpAR1_003_5_005069;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,572);(VTL+,28);*;*;*;3.000000;(최대HP+,1320);(무기극대화확률+,8);*;*;*;4.000000;(무기극대력+,1531);(STR+,451);*;*;*;5.000000;(치명타피해감소+,1925);(무기물리방어력%,9);(PK육체계저항율+,34);*;setpvpwr50;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSettf5069;중급 학살자 세트;pvpAR3_005_1_005069;pvpAR3_005_2_005069;pvpAR3_005_3_005069;pvpAR3_005_4_005069;pvpAR3_005_5_005069;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,321);(DEX+,96);*;*;*;3.000000;(최대HP+,721);(무기극대화확률+,7);*;*;*;4.000000;(무기극대력+,1955);(STR+,288);*;*;*;5.000000;(치명타피해감소+,1450);(배후공격극대화확률+,10);(PK육체계저항율+,34);*;setpvptf50;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetwz5069;중급 학살자 세트;pvpAR4_004_1_005069;pvpAR4_004_2_005069;pvpAR4_004_3_005069;pvpAR4_004_4_005069;pvpAR4_004_5_005069;*;*;*;*;*;*;*;*;*;2.000000;(마법물리공격력+,614);(VTL+,25);*;*;*;3.000000;(최대HP+,699);(마법극대화확률+,13);*;*;*;4.000000;(마법극대력+,2291);(INT+,441);*;*;*;5.000000;(치명타피해감소+,1270);(캐스팅속도%,-10);(PK육체계저항율+,34);*;setpvpwz50;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetpr5069;중급 학살자 세트;pvpAR5_004_1_005069;pvpAR5_004_2_005069;pvpAR5_004_3_005069;pvpAR5_004_4_005069;pvpAR5_004_5_005069;*;*;*;*;*;*;*;*;*;2.000000;(마법물리공격력+,540);(MTL+,112);*;*;*;3.000000;(최대HP+,706);(마법극대화확률+,8);*;*;*;4.000000;(마법극대력+,689);(INT+,301);*;*;*;5.000000;(치명타피해감소+,1912);(캐스팅속도%,-10);(PK육체계저항율+,34);*;setpvppr50;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetac5069;중급 학살자 세트;pvpar2_005_1_005069;pvpar2_005_2_005069;pvpar2_005_3_005069;pvpar2_005_4_005069;pvpar2_005_5_005069;*;*;*;*;*;*;*;*;*;2.000000;(마법물리공격력+,540);(MTL+,112);*;*;*;3.000000;(최대HP+,1020);(마법극대화확률+,13);*;*;*;4.000000;(마법극대력+,2291);(INT+,441);*;*;*;5.000000;(치명타피해감소+,1270);(캐스팅속도%,-10);(PK육체계저항율+,34);*;setpvpac50;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetall4564;하급 학살자 장신구 세트;pvpAC0_1_4564;pvpAC0_0_4564;pvpAC0_2_4564;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,693);(쿨타임%,-6);*;*;*;3.000000;(allstat+,35);(치명타피해감소+,489);*;*;setpvpamgd45;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetall5069;중급 학살자 장신구 세트;pvpAC0_1_5069;pvpAC0_0_5069;pvpAC0_2_5069;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,831);(쿨타임%,-7);*;*;*;3.000000;(allstat+,42);(치명타피해감소+,586);*;*;setpvpamgd50;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd5021;엘로라의 천벌 수호 세트;AR0_504_a_1_92105;AR0_504_a_2_92105;AR0_504_a_3_92105;AR0_504_a_4_92105;AR0_504_a_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(VTL+,139);*;*;*;*;3.000000;(무기물리공격력+,935);(무기물리방어력+,996);(무기극대화확률+,10);*;*;4.000000;(마법방어력+,696);(치명타피해감소+,2356);(쿨타임%,-12);*;*;5.000000;(최대HP+,3489);(무기극대력+,833);(allstat+,18);(PK육체계저항율+,24);setskillgd_le5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr5021;엘로라의 천벌 광폭 세트;AR1_504_a_1_92105;AR1_504_a_2_92105;AR1_504_a_3_92105;AR1_504_a_4_92105;AR1_504_a_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(STR+,150);*;*;*;*;3.000000;(무기물리공격력+,1170);(무기물리방어력+,778);(무기극대화확률+,12);*;*;4.000000;(마법방어력+,650);(치명타피해감소+,2259);(쿨타임%,-14);*;*;5.000000;(최대HP+,3182);(무기극대력+,925);(allstat+,18);(PK육체계저항율+,24);setskillwr_le5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf5021;엘로라의 천벌 그림자 세트;AR3_504_a_1_92105;AR3_504_a_2_92105;AR3_504_a_3_92105;AR3_504_a_4_92105;AR3_504_a_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(STR+,108);*;*;*;*;3.000000;(무기물리공격력+,1103);(무기물리방어력+,700);(무기극대화확률+,14);*;*;4.000000;(마법방어력+,744);(치명타피해감소+,1832);(쿨타임%,-12);*;*;5.000000;(최대HP+,2903);(무기극대력+,1547);(allstat+,18);(PK육체계저항율+,24);setskilltf_le5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz5021;엘로라의 천벌 원소 세트;AR4_504_a_1_92105;AR4_504_a_2_92105;AR4_504_a_3_92105;AR4_504_a_4_92105;AR4_504_a_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(INT+,107);*;*;*;*;3.000000;(마법물리공격력+,1212);(마법방어력+,790);(캐스팅속도%,-17);*;*;4.000000;(무기물리방어력+,672);(치명타피해감소+,1670);(쿨타임%,-14);*;*;5.000000;(최대HP+,2585);(마법극대력+,1614);(allstat+,18);(PK육체계저항율+,24);setskillwz_le5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr5021;엘로라의 천벌 신념 세트;AR5_504_a_1_92105;AR5_504_a_2_92105;AR5_504_a_3_92105;AR5_504_a_4_92105;AR5_504_a_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(INT+,75);*;*;*;*;3.000000;(마법물리공격력+,982);(마법방어력+,1021);(캐스팅속도%,-17);*;*;4.000000;(무기물리방어력+,703);(치명타피해감소+,1664);(쿨타임%,-14);*;*;5.000000;(최대HP+,2828);(마법극대력+,589);(allstat+,18);(PK육체계저항율+,24);setskillpr_le5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac5021;엘로라의 천벌 냉정 세트;ar2_504_a_1_92105;ar2_504_a_2_92105;ar2_504_a_3_92105;ar2_504_a_4_92105;ar2_504_a_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(INT+,107);*;*;*;*;3.000000;(마법물리공격력+,1212);(마법방어력+,790);(캐스팅속도%,-17);*;*;4.000000;(무기물리방어력+,739);(치명타피해감소+,1670);(쿨타임%,-14);*;*;5.000000;(최대HP+,3042);(마법극대력+,1614);(allstat+,18);(PK육체계저항율+,24);setskillac_le5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd5031;엘로라의 은총 수호 세트;AR0_504_d_1_92105;AR0_504_d_2_92105;AR0_504_d_3_92105;AR0_504_d_4_92105;AR0_504_d_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(VTL+,139);*;*;*;*;3.000000;(최대HP+,8855);(마법방어력+,1105);(무기극대화확률+,10);*;*;4.000000;(무기물리방어력+,1495);(치명타피해감소+,3382);(쿨타임%,-12);*;*;5.000000;(무기물리공격력+,536);(무기극대력+,515);(allstat+,18);(PK육체계저항율+,24);setskillgd_le5002;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr5031;엘로라의 은총 광폭 세트;AR1_504_d_1_92105;AR1_504_d_2_92105;AR1_504_d_3_92105;AR1_504_d_4_92105;AR1_504_d_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(STR+,150);*;*;*;*;3.000000;(최대HP+,7954);(마법방어력+,1047);(무기극대화확률+,12);*;*;4.000000;(무기물리방어력+,1287);(치명타피해감소+,3013);(쿨타임%,-14);*;*;5.000000;(무기물리공격력+,574);(무기극대력+,611);(allstat+,18);(PK육체계저항율+,24);setskillwr_le5002;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf5031;엘로라의 은총 그림자 세트;AR3_504_d_1_92105;AR3_504_d_2_92105;AR3_504_d_3_92105;AR3_504_d_4_92105;AR3_504_d_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(STR+,108);*;*;*;*;3.000000;(최대HP+,7257);(마법방어력+,1232);(무기극대화확률+,14);*;*;4.000000;(무기물리방어력+,1150);(치명타피해감소+,2443);(쿨타임%,-12);*;*;5.000000;(무기물리공격력+,612);(무기극대력+,1316);(allstat+,18);(PK육체계저항율+,24);setskilltf_le5002;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz5031;엘로라의 은총 원소 세트;AR4_504_d_1_92105;AR4_504_d_2_92105;AR4_504_d_3_92105;AR4_504_d_4_92105;AR4_504_d_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(INT+,107);*;*;*;*;3.000000;(최대HP+,6463);(무기물리방어력+,1096);(캐스팅속도%,-17);*;*;4.000000;(마법방어력+,1298);(치명타피해감소+,2227);(쿨타임%,-14);*;*;5.000000;(마법물리공격력+,768);(마법극대력+,1322);(allstat+,18);(PK육체계저항율+,24);setskillwz_le5002;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr5031;엘로라의 은총 신념 세트;AR5_504_d_1_92105;AR5_504_d_2_92105;AR5_504_d_3_92105;AR5_504_d_4_92105;AR5_504_d_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(INT+,75);*;*;*;*;3.000000;(최대HP+,7070);(무기물리방어력+,1136);(캐스팅속도%,-17);*;*;4.000000;(마법방어력+,1525);(치명타피해감소+,2364);(쿨타임%,-14);*;*;5.000000;(마법물리공격력+,536);(마법극대력+,298);(allstat+,18);(PK육체계저항율+,24);setskillpr_le5002;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac5031;엘로라의 은총 냉정 세트;ar2_504_d_1_92105;ar2_504_d_2_92105;ar2_504_d_3_92105;ar2_504_d_4_92105;ar2_504_d_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(INT+,107);*;*;*;*;3.000000;(최대HP+,7605);(무기물리방어력+,1121);(캐스팅속도%,-17);*;*;4.000000;(마법방어력+,1298);(치명타피해감소+,2227);(쿨타임%,-14);*;*;5.000000;(마법물리공격력+,768);(마법극대력+,1322);(allstat+,18);(PK육체계저항율+,24);setskillac_le5002;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall5021;엘로라의 장신구 세트;AC0_504_30014;AC0_504_30014_1;AC0_504_30021;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,2455);(무기물리방어력%,12);(쿨타임%,-10);*;*;3.000000;(모든공격력+,422);(allstat+,66);(모든극대화확률+,15);(최대HP%,10);*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setgd37_1;축복받은 불타는 유적의 수호 세트;AR0_023_2_92155_1;AR0_023_3_92155_1;AR0_023_4_92155_1;AR0_023_5_92155_1;*;*;*;*;*;*;*;*;*;*;2.000000;(무기물리방어력+,385);*;*;*;*;3.000000;(최대HP+,701);*;*;*;*;4.000000;*;*;*;*;setskillgd37;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setwr38_1;축복받은 불타는 유적의 광폭 세트;AR1_023_2_92155_1;AR1_023_3_92155_1;AR1_023_4_92155_1;AR1_023_5_92155_1;*;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,92);*;*;*;*;3.000000;(무기극대력+,6);*;*;*;*;4.000000;*;*;*;*;setskillwr38;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Settf39_1;축복받은 불타는 유적의 그림자 세트;AR3_003_2_92155_1;AR3_003_3_92155_1;AR3_003_4_92155_1;AR3_003_5_92155_1;*;*;*;*;*;*;*;*;*;*;2.000000;(무기극대력+,64);*;*;*;*;3.000000;(배후공격극대화확률+,3);*;*;*;*;4.000000;*;*;*;*;setskilltf39;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setwz310_1;축복받은 불타는 유적의 원소 세트;AR4_002_2_92155_1;AR4_002_3_92155_1;AR4_002_4_92155_1;AR4_002_5_92155_1;*;*;*;*;*;*;*;*;*;*;2.000000;(최대MP+,990);*;*;*;*;3.000000;(캐스팅속도%,-8);*;*;*;*;4.000000;*;*;*;*;setskillwz310;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setpr311_1;축복받은 불타는 유적의 신념 세트;AR5_003_2_92155_1;AR5_003_3_92155_1;AR5_003_4_92155_1;AR5_003_5_92155_1;*;*;*;*;*;*;*;*;*;*;2.000000;(MTL+,19);*;*;*;*;3.000000;(쿨타임%,-6);*;*;*;*;4.000000;*;*;*;*;setskillpr311;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setgd313_1;축복받은 저주받은 가문의 수호 세트;AR0_024_2_92202_1;AR0_024_3_92202_1;AR0_024_4_92202_1;AR0_024_5_92202_1;*;*;*;*;*;*;*;*;*;*;2.000000;(VTL+,31);*;*;*;*;3.000000;(최대MP+,1265);(무기물리방어력+,396);*;*;*;4.000000;*;*;*;*;setskillgd313;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setwr314_1;축복받은 저주받은 가문의 광폭 세트;AR1_004_2_92202_1;AR1_004_3_92202_1;AR1_004_4_92202_1;AR1_004_5_92202_1;*;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,122);*;*;*;*;3.000000;(STR+,36);(무기극대력+,183);*;*;*;4.000000;*;*;*;*;setskillwr314;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Settf315_1;축복받은 저주받은 가문의 그림자 세트;AR3_024_2_92202_1;AR3_024_3_92202_1;AR3_024_4_92202_1;AR3_024_5_92202_1;*;*;*;*;*;*;*;*;*;*;2.000000;(STR+,25);*;*;*;*;3.000000;(회피력+,7);(배후공격극대화확률+,4);*;*;*;4.000000;*;*;*;*;setskilltf315;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setwz316_1;축복받은 저주받은 가문의 원소 세트;AR4_024_2_92202_1;AR4_024_3_92202_1;AR4_024_4_92202_1;AR4_024_5_92202_1;*;*;*;*;*;*;*;*;*;*;2.000000;(INT+,24);*;*;*;*;3.000000;(최대MP+,1265);(캐스팅속도%,-9);*;*;*;4.000000;*;*;*;*;setskillwz316;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setpr317_1;축복받은 저주받은 가문의 신념 세트;AR5_002_2_92202_1;AR5_002_3_92202_1;AR5_002_4_92202_1;AR5_002_5_92202_1;*;*;*;*;*;*;*;*;*;*;2.000000;(MTL+,24);*;*;*;*;3.000000;(마법방어력+,33);(쿨타임%,-8);*;*;*;4.000000;*;*;*;*;setskillpr317;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setgd318_1;축복받은 얼어붙은 마틀렌의 수호 세트;AR0_003_1_93251_1;AR0_003_2_93251_1;AR0_003_3_93251_1;AR0_003_4_93251_1;AR0_003_5_93251_1;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,990);*;*;*;*;3.000000;(쿨타임%,-6);(무기물리방어력+,407);*;*;*;4.000000;(최대MP+,1540);*;*;*;*;5.000000;*;*;*;*;setskillgd318;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setwr319_1;축복받은 얼어붙은 마틀렌의 광폭 세트;AR1_003_1_93251_1;AR1_003_2_93251_1;AR1_003_3_93251_1;AR1_003_4_93251_1;AR1_003_5_93251_1;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,152);*;*;*;*;3.000000;(STR+,45);(무기물리방어력+,323);*;*;*;4.000000;(쿨타임%,-9);*;*;*;*;5.000000;*;*;*;*;setskillwr319;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Settf320_1;축복받은 얼어붙은 마틀렌의 그림자 세트;AR3_005_1_93251_1;AR3_005_2_93251_1;AR3_005_3_93251_1;AR3_005_4_93251_1;AR3_005_5_93251_1;*;*;*;*;*;*;*;*;*;2.000000;(STR+,31);*;*;*;*;3.000000;(이동속도%,8);(회피력+,8);*;*;*;4.000000;(배후공격극대화확률+,6);*;*;*;*;5.000000;*;*;*;*;setskilltf320;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setwz321_1;축복받은 얼어붙은 마틀렌의 원소 세트;AR4_004_1_93251_1;AR4_004_2_93251_1;AR4_004_3_93251_1;AR4_004_4_93251_1;AR4_004_5_93251_1;*;*;*;*;*;*;*;*;*;2.000000;(INT+,30);*;*;*;*;3.000000;(마법극대력+,248);(최대MP+,1540);*;*;*;4.000000;(캐스팅속도%,-10);*;*;*;*;5.000000;*;*;*;*;setskillwz321;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
Setpr322_1;축복받은 얼어붙은 마틀렌의 신념 세트;AR5_004_1_93251_1;AR5_004_2_93251_1;AR5_004_3_93251_1;AR5_004_4_93251_1;AR5_004_5_93251_1;*;*;*;*;*;*;*;*;*;2.000000;(INT+,21);*;*;*;*;3.000000;(최대MP+,2228);(마법방어력+,55);*;*;*;4.000000;(캐스팅속도%,-10);*;*;*;*;5.000000;*;*;*;*;setskillpr322;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
