t_id;t_이름;개발용;요구레벨;제한레벨;아이템레벨;t_사용클래스;t_랜덤적용클래스;t_사용가능성별;등급;t_장신구타입;내구도;매입가;처분가;물리_최소공격력;물리_최대공격력;마법_방어력;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;랜덤옵션적용여부;랜덤옵션개수_최소;랜덤옵션개수_최대;t_옵션적용비율;t_가변 항목;가변 항목 최소;가변 항목 최대;강화제한;t_강화확률;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;염색여부;t_판매대행분류;t_스킬효과;드랍시레벨검사무시;사용기간;t_gradeupcodekey;t_gradeupresult;t_분해아이디;t_추출아이디;봉인석중복장착여부;봉인된펠로우장착슬롯수;봉인된펠로우장착슬롯수_최소;봉인된펠로우장착슬롯수_최대;useleveloption;levelweight;overrisemax;t_overriseid;t_overriseid2;t_overriseid3;contentslevel;통합채널사용불가;리버스강화제한;lvup;itemexp;t_overrisematid1;t_overrisematid2;t_화폐설정id
AC0_EV_4_0_0001;사신의 반지 I;0.000000;60.000000;0.000000;175.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;0.000000;1.000000;0.000000;0.000000;264.000000;(길들이기확률%,25);(이동속도%,8);(allstat+,48);*;1.000000;3.000000;3.000000;3000,4000,2750,250;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;1.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_302;itskillsasin01.1;0.000000;0.000000;GU_Test_3_0450;AC0_EV_4_0_0448;Legend_0060_ri;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6.000000;CO_OR_L60_0001;CO_OR_L60_0002;EV_OR_L60_0001;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC0_EV_4_0_0002;사신의 반지 II;0.000000;60.000000;0.000000;175.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;0.000000;1.000000;0.000000;0.000000;178.000000;(강화성공확률%,10);(최대HP+,1085);(마법방어력%,13);*;1.000000;3.000000;3.000000;3000,4000,2750,250;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;1.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_302;itskillsasin02.1;0.000000;0.000000;GU_Test_3_0451;AC0_EV_4_0_0449;Legend_0060_ri;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6.000000;CO_OR_L60_0001;CO_OR_L60_0002;EV_OR_L60_0001;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC0_EV_4_0_0003;사신의 목걸이;0.000000;60.000000;0.000000;175.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ne;30.000000;0.000000;1.000000;0.000000;0.000000;538.000000;(리버스강화확률%,10);(쿨타임%,-12);(모든공격력+,425);*;1.000000;3.000000;3.000000;3000,4000,2750,250;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;1.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0452;AC0_EV_4_0_0450;Legend_0060_ne;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6.000000;CO_OR_L60_0001;CO_OR_L60_0002;EV_OR_L60_0001;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC0_EV_3_0_0001;망령의 반지 I;0.000000;40.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;0.000000;1.000000;0.000000;0.000000;231.000000;(모든공격력+,320);(이동속도%,7);(allstat+,30);(모든극대화확률+,9);0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0453;AC0_EV_4_0_0451;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_EV_3_0_0002;망령의 반지 II;0.000000;40.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;0.000000;1.000000;0.000000;0.000000;154.000000;(allstat+,32);(최대HP+,540);(마법방어력%,10);(모든극대화확률+,9);0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0454;AC0_EV_4_0_0452;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_EV_3_0_0003;망령의 목걸이;0.000000;40.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;0.000000;1.000000;0.000000;0.000000;472.000000;(allstat+,32);(쿨타임%,-10);(모든공격력+,300);(모든극대화확률+,9);0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0455;AC0_EV_4_0_0453;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_EV_16_8000;아크라트의 절대 반지Ⅰ;0.000000;1.000000;0.000000;111.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;0.000000;1.000000;0.000000;0.000000;231.000000;(최대HP+,500);(allstat+,30);(이동속도%,10);*;0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;2592000.000000;GU_Test_3_0456;AC0_EV_4_0_0454;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_EV_16_8001;아크라트의 절대 반지Ⅱ;0.000000;1.000000;0.000000;111.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;0.000000;1.000000;0.000000;0.000000;155.000000;(최대HP+,500);(allstat+,30);(모든방어력%,5);*;0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;2592000.000000;GU_Test_3_0457;AC0_EV_4_0_0455;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_EV_16_8002;아크라트의 절대 목걸이;0.000000;1.000000;0.000000;111.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;0.000000;1.000000;0.000000;0.000000;472.000000;(모든공격력%,15);(최대HP+,1000);(allstat+,20);(펠로우경험치%,50);0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;2592000.000000;GU_Test_3_0458;AC0_EV_4_0_0456;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_30032_TE_03;브라기의 권능 (시전속도 느려짐) - 테스트;0.000000;1.000000;0.000000;8.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;1181.000000;119.000000;0.000000;0.000000;11.000000;(캐스팅속도%,99);*;*;*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0459;AC0_EV_4_0_0457;Elite_0001_ri;ac_2_1;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC_A_400_6500;테마인의 반지 I;0.000000;65.000000;0.000000;200.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;92151.000000;9468.000000;0.000000;0.000000;429.000000;(PK육체계저항율+,14);(이동속도%,14);(치명타피해감소+,158);*;1.000000;3.000000;3.000000;3000,4000,2750,250;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;temainas01.1;0.000000;0.000000;GU_Test_3_0460;AC0_EV_4_0_0458;Legend_0065_ri;ac_4_65;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;7.000000;CO_OR_L65_0001;CO_OR_L65_0002;*;65.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_A_400_6501;테마인의 반지 II;0.000000;65.000000;0.000000;200.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;288.000000;(PK육체계저항율+,14);(마법방어력%,22);(치명타피해감소+,158);*;1.000000;3.000000;3.000000;3000,4000,2750,250;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;temainas02.1;0.000000;0.000000;GU_Test_3_0461;AC0_EV_4_0_0459;Legend_0065_ri;ac_4_65;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;7.000000;CO_OR_L65_0001;CO_OR_L65_0002;*;65.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_A_400_6502;테마인의 목걸이;0.000000;65.000000;0.000000;200.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ne;30.000000;130547.000000;13055.000000;0.000000;0.000000;876.000000;(PK육체계저항율+,19);(쿨타임%,-14);(치명타피해감소+,158);*;1.000000;3.000000;3.000000;3000,4000,2750,250;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0462;AC0_EV_4_0_0460;Legend_0065_ne;ac_4_65;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;7.000000;CO_OR_L65_0001;CO_OR_L65_0002;*;65.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_A_300_6500;라자드의 반지 I;0.000000;60.000000;0.000000;180.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;92151.000000;9468.000000;0.000000;0.000000;343.000000;(이동속도%,11);(allstat+,58);*;*;1.000000;1.000000;1.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0463;AC0_EV_4_0_0461;Hero_0065_ri;ac_3_65;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3.000000;*;*;*;65.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC_A_300_6501;라자드의 반지 II;0.000000;60.000000;0.000000;180.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;230.000000;(최대HP+,1290);(마법방어력%,18);*;*;1.000000;1.000000;1.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0464;AC0_EV_4_0_0462;Hero_0065_ri;ac_3_65;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3.000000;*;*;*;65.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC_A_300_6502;라자드의 목걸이;0.000000;60.000000;0.000000;180.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;130547.000000;13055.000000;0.000000;0.000000;700.000000;(쿨타임%,-12);(모든공격력+,506);*;*;1.000000;1.000000;1.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0465;AC0_EV_4_0_0463;Hero_0065_ne;ac_3_65;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3.000000;*;*;*;65.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC_P_400_6000;주신의 반지I;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;92151.000000;9468.000000;0.000000;0.000000;343.200012;(마법방어력%,9);(PK육체계저항율+,20);(이동속도%,14);(allstat+,60);0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;604800.000000;GU_Test_3_0466;AC0_EV_4_0_0464;Legend_0060_ri;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_P_400_6001;주신의 반지II;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;230.880005;(무기극대화확률+,8);(모든방어력%,9);(PK육체계저항율+,24);(최대HP+,1300);0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;604800.000000;GU_Test_3_0467;AC0_EV_4_0_0465;Legend_0060_ri;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_P_400_6002;주신의 목걸이;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ne;30.000000;130547.000000;13055.000000;0.000000;0.000000;700.960022;(모든극대력+,290);(모든공격력%,14);(쿨타임%,-15);(이동속도%,14);0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;604800.000000;GU_Test_3_0468;AC0_EV_4_0_0466;Legend_0060_ne;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_P_400_6003;회랑의 반지I;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;92151.000000;9468.000000;0.000000;0.000000;343.200012;(마법방어력%,7);(PK육체계저항율+,18);(이동속도%,12);(allstat+,55);0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;604800.000000;GU_Test_3_0469;AC0_EV_4_0_0467;Legend_0060_ri;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_P_400_6004;회랑의 반지II;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;230.880005;(무기극대화확률+,6);(모든방어력%,7);(PK육체계저항율+,22);(최대HP+,1200);0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;604800.000000;GU_Test_3_0470;AC0_EV_4_0_0468;Legend_0060_ri;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_P_400_6005;회랑의 목걸이;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ne;30.000000;130547.000000;13055.000000;0.000000;0.000000;700.960022;(모든극대력+,270);(모든공격력%,12);(쿨타임%,-13);(이동속도%,12);0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;604800.000000;GU_Test_3_0471;AC0_EV_4_0_0469;Legend_0060_ne;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_P_400_6006;전장의 반지I;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;92151.000000;9468.000000;0.000000;0.000000;343.200012;(마법방어력%,5);(PK육체계저항율+,15);(이동속도%,10);(allstat+,50);0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;604800.000000;GU_Test_3_0472;AC0_EV_4_0_0470;Legend_0060_ri;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_P_400_6007;전장의 반지II;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;230.880005;(무기극대화확률+,4);(모든방어력%,5);(PK육체계저항율+,15);(최대HP+,1100);0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;604800.000000;GU_Test_3_0473;AC0_EV_4_0_0471;Legend_0060_ri;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_P_400_6008;전장의 목걸이;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ne;30.000000;130547.000000;13055.000000;0.000000;0.000000;700.960022;(모든극대력+,250);(모든공격력%,10);(쿨타임%,-11);(이동속도%,10);0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;604800.000000;GU_Test_3_0474;AC0_EV_4_0_0472;Legend_0060_ne;ac_4_60;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_Fe_300_6001;북풍의 반지I;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;92151.000000;9468.000000;0.000000;0.000000;343.200012;*;*;*;*;0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0475;AC0_EV_4_0_0473;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC_Fe_300_6002;북풍의 반지II;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;230.880005;*;*;*;*;0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0476;AC0_EV_4_0_0474;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC_FE_300_6003;북풍의 목걸이;0.000000;60.000000;0.000000;190.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;130547.000000;13055.000000;0.000000;0.000000;700.960022;*;*;*;*;0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0477;AC0_EV_4_0_0475;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
EV_AC_A_400_6000;텔리오의 암흑 반지 I (대여);0.000000;60.000000;0.000000;111.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;850.000000;(PK육체계저항율+,15);(이동속도%,12);(allstat+,55);(최대HP%,15);0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;604800.000000;GU_Test_3_0478;AC0_EV_4_0_0476;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
EV_AC_A_400_6001;텔리오의 암흑 반지 II (대여);0.000000;60.000000;0.000000;111.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;570.000000;(PK육체계저항율+,15);(최대HP+,1200);(치명타피해감소+,550);(최대HP%,15);0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;604800.000000;GU_Test_3_0478;AC0_EV_4_0_0477;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
EV_AC_A_400_6002;텔리오의 암흑 목걸이 (대여);0.000000;60.000000;0.000000;111.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ne;30.000000;130547.000000;13055.000000;0.000000;0.000000;1750.000000;(PK육체계저항율+,30);(쿨타임%,-12);(모든극대력+,280);(모든공격력%,15);0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;604800.000000;GU_Test_3_0478;AC0_EV_4_0_0478;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC_A_600_6500;정교한 제나자온의 반지I;0.000000;65.000000;0.000000;202.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;6.000000;ri;30.000000;92151.000000;9468.000000;0.000000;0.000000;686.000000;(PK방어력%,15);(이동속도%,17);(allstat+,72);*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0478;AC0_EV_4_0_0479;Unique_0065_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6.000000;CO_OR_L65_0001;CO_OR_L65_0002;*;65.000000;0.000000;0.000000;30.000000;4200.000000;*;*;*
AC_A_600_6501;정교한 제나자온의 반지II;0.000000;65.000000;0.000000;202.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;6.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;462.000000;(PK육체계저항율+,35);(최대HP%,30);(모든방어력%,8);*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0478;AC0_EV_4_0_0480;Unique_0065_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6.000000;CO_OR_L65_0001;CO_OR_L65_0002;*;65.000000;0.000000;0.000000;30.000000;4200.000000;*;*;*
AC_A_600_6502;정교한 제나자온의 목걸이;0.000000;65.000000;0.000000;202.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;6.000000;ne;30.000000;130547.000000;13055.000000;0.000000;0.000000;1398.000000;(PK공격력%,50);(쿨타임%,-15);(모든공격력%,3);*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0478;AC0_EV_4_0_0481;Unique_0065_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6.000000;CO_OR_L65_0001;CO_OR_L65_0002;*;65.000000;0.000000;0.000000;30.000000;4200.000000;*;*;*
AC0_EV_4_0_0004;신뢰의 반지 I;0.000000;60.000000;0.000000;175.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;0.000000;1.000000;0.000000;0.000000;686.000000;(길들이기확률%,20);(이동속도%,8);(allstat+,48);*;1.000000;3.000000;3.000000;3000,4000,2750,250;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;1296000.000000;GU_Test_3_0478;AC0_EV_4_0_0482;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC0_EV_4_0_0005;신뢰의 반지 II;0.000000;60.000000;0.000000;175.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;0.000000;1.000000;0.000000;0.000000;462.000000;(강화성공확률%,9);(최대HP+,1085);(마법방어력%,13);*;1.000000;3.000000;3.000000;3000,4000,2750,250;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;1296000.000000;GU_Test_3_0478;AC0_EV_4_0_0483;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC0_EV_4_0_0006;신뢰의 목걸이;0.000000;60.000000;0.000000;175.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ne;30.000000;0.000000;1.000000;0.000000;0.000000;1398.000000;(리버스강화확률%,9);(쿨타임%,-12);(모든공격력+,425);*;1.000000;3.000000;3.000000;3000,4000,2750,250;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;1296000.000000;GU_Test_3_0478;AC0_EV_4_0_0484;*;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;60.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
