t_key,t_korean,t_jpn,t_chinese,t_enu,t_f6,t_f7
^icegodweapon1_description_1^,^When attacking, there is a 1% chance to activate the Blue Flame Energy for 20 seconds. As long as the Blue Flame Energy is active, Blue Frame Aura will be applied which increases overall attack by 5% for every hit for 20 seconds. (up to 10 stacks)^,^^,^^,^^,^^,^^
^icegodweapon2_name^,^Blue Flame Aura^,^^,^^,^^,^^,^^
^icegodweapon2_description_1^,^When attacking, there is a 2% chance to activate the Blue Flame Energy for 20 seconds. As long as the Blue Flame Energy is active, Blue Frame Aura will be applied which increases overall attack by 5% for every hit for 20 seconds. (up to 10 stacks)^,^^,^^,^^,^^,^^
^icegodwplink_name^,^Blue Flame Aura^,^^,^^,^^,^^,^^
^itskillyatu01_name^,^Ancient Rage^,^^,^^,^^,^^,^^
^itskillyatu01_description^,^When attacking, there is a 3% chance to activate Ancient Rage. Ancient Rage deals 75% damage of players attack every second for 10 seconds.^,^^,^^,^^,^^,^^
^itskillyatu02_name^,^Ancient Restoration^,^^,^^,^^,^^,^^
^itskillyatu02_description^,^When attacking, there is a 1% chance to activate Ancient Restoration. Ancient Restoration heals 12.5% of the players Health every second for 10 seconds.^,^^,^^,^^,^^,^^
^ex_0_0358_name^,^Pure Dragon Soul^,^^,^^,^^,^^,^^
^fq_setc00_0010_name^,^Ancient Dragon God Familiar Set^,^^,^^,^^,^^,^^
^Dialog_9041018_Title^,^Wounded Crow^,^^,^^,^^,^^,^^
^Dialog_9041018_Text0^,^Ugh... Ugh...<br>Croctus' is getting stronger.<br>^,^^,^^,^^,^^,^^
^Dialog_9041018_Text0_attach_0^,^The portal here can be used to track Croctus!<br>But for some reason it's not working.<br>^,^^,^^,^^,^^,^^
^Dialog_9041018_Text0_attach_1^,^If you look around, you'll find clues to repair the portal! <br>There is no time, so please hurry!!!^,^^,^^,^^,^^,^^
^Dialog_9041027_Title^,^Crow^,^^,^^,^^,^^,^^
^Dialog_9041027_Text0^,^Are you following me properly? I found the princess' whereabouts and finally came here.^,^^,^^,^^,^^,^^
^Dialog_9041028_Title^,^Crow^,^^,^^,^^,^^,^^
^Dialog_9041028_Text0^,^Ugh... !<br>Are you injured?<br>I think it's hard to go forward because the Sky Titan was damaged. I'm looking for another way to find a way to resume tracking.<br>I keep asking you to cooperate so tHat the unfortunate magical powers will not fluctuate.^,^^,^^,^^,^^,^^
^ca_ra_00_10022_Description^,^Contains one of the following:
<UI_G>- Baltrow Deathtouch Totem<br>- Dangellion Mark<br>- Crable of Chaos Mark<br>- Fated Antares Mark<br>- Fated Torkai Mark<br>- Blazing Quilin Mark<br>- Aschente Mark<br>- Bloodguard Kerav Mark</UI_G>^,^^,^^,^^,^^,^^
^so_test_1_0623_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0624_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0625_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0626_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0627_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0628_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0629_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0630_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0631_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0632_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0633_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0634_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0635_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0636_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0637_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0638_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0639_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0640_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0641_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0642_name^,^Blue Flame^,^^,^^,^^,^^,^^
^so_test_1_0643_name^,^Quadracan^,^^,^^,^^,^^,^^
^so_test_1_0647_name^,^Arrow Barrage Bomb^,^^,^^,^^,^^,^^
^in_d88_timerbo_name^,^Arrow Barrage Bomb^,^^,^^,^^,^^,^^
^itskillyatu01_description_1^,^When attacking, there is a 3% chance to activate Ancient Rage. Ancient Rage deals 75% damage of players attack every second for 10 seconds.^,^^,^^,^^,^^,^^
^itskillyatu02_description_1^,^When attacking, there is a 1% chance to activate Ancient Restoration. Ancient Restoration heals 12.5% of the players Health every second for 10 seconds.^,^^,^^,^^,^^,^^
^ex_0_0346_name^,^Golden Watermelon Piece^,^^,^^,^^,^^,^^
^ex_0_0346_description^,^You can exchange these at the summer event NPC <UI_G>Glass</UI_G> at Hakains Crossings' Victory Plaza for various items.^,^^,^^,^^,^^,^^
^ca_bx_00_10026_name^,^Bloodless Armor Crafting Package^,^^,^^,^^,^^,^^
^ca_bx_00_10026_description^,^Contains the materials for exactly <UI_R>1 attempt</UI_R> of crafting a Bloodless Armor piece.^,^^,^^,^^,^^,^^
^ca_ra_00_0586_name^,^Familiar Crescent Lucky Box^,^^,^^,^^,^^,^^
^ca_ra_00_0586_description^,^Gives you a Random Familiar crescent.^,^^,^^,^^,^^,^^
^ca_ra_00_0595_name^,^Weapon Skin Lucky Box (14 Days)^,^^,^^,^^,^^,^^
^ca_ra_00_0595_description^,^Contains a Random 14-Day Weapon skin.^,^^,^^,^^,^^,^^
^ca_ra_00_0587_name^,^Adventure Lucky Box^,^^,^^,^^,^^,^^
^ca_ra_00_0587_description^,^A lucky box containing various items such as Ellun packages, consumables, Costumes etc.<br><br>Can be re-opened once using Ellun.<br>Contents can be shuffled once by using Ellun.^,^^,^^,^^,^^,^^
^n_c01_se_2023_01_name^,^Yura^,^^,^^,^^,^^,^^
^n_c01_se_2023_01_NameDetail^,^Summer Event^,^^,^^,^^,^^,^^
^dialog_9031753_text0^,^Hello adventurer!<br>Finally, it's Summer!<br><br>You are thankfully working hard to keep Middelas at peace!<br><br>Huh? I look familiar to you?<br>I am Yura, the twin sister of Yuri.<br><br>So?<br>Do you want to have a cool Summer time with me?^,^^,^^,^^,^^,^^
^dialog_9031753_answer_8_text^,^Summer Event Shop^,^^,^^,^^,^^,^^
^moadelheal01_name^,^Regenerate^,^^,^^,^^,^^,^^
^in_f03_spotflag_xmas_name^,^Snowball Fight Manastone^,^^,^^,^^,^^,^^
^in_f02_summer00_01_name^,^Mysterious Present^,^^,^^,^^,^^,^^
^itskillgod01_description_2^,^When attacking, there is a 3% chance to activate Ancient Rage. Deals damage equal to 37,5% of the players attack every 0,5 second for 10 seconds.^,^^,^^,^^,^^,^^
^itskillgod02_description_2^,^When attacking, there is a 1% chance to activate Ancient Restoration. Recovers 12.5% of the players Health every second for 10 seconds.^,^^,^^,^^,^^,^^
^pc_bp_combine_name^,^Combined PC Bunny's Potion^,^^,^^,^^,^^,^^
^dghpotion01_name^,^Attack & Defense Boost Elixir^,^^,^^,^^,^^,^^
^normalpotion_all_name^,^Combat Stat Boost Tincture^,^^,^^,^^,^^,^^
^bppotion01_supp_name^,^Quick Health Recovery (Support)^,^^,^^,^^,^^,^^
^pr_revelationlc_pvp_name^,^Revelation (PvP)^,^^,^^,^^,^^,^^
^pr_revelation_pvp_name^,^Revelation (PvP)^,^^,^^,^^,^^,^^
^pr_miracleoflc_pvp_name^,^Divine Power: Miracle (PvP)^,^^,^^,^^,^^,^^
^pr_miracleof_pvp_name^,^Divine Power: Miracle (PvP)^,^^,^^,^^,^^,^^
^pr_blessofelora_pvp_name^,^Righteous Authority: Blessing (PvP)^,^^,^^,^^,^^,^^
^pr_blessofelorac_pvp_name^,^Righteous Authority: Blessing (PvP)^,^^,^^,^^,^^,^^
^so_test_1_1473_name^,^Cherry Blossom Rush^,^^,^^,^^,^^,^^
^so_test_1_1477_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1478_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1479_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1480_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1481_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1482_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1483_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1484_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1485_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1486_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1487_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1488_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1489_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1490_name^,^Festival of Light^,^^,^^,^^,^^,^^
^so_test_1_1560_name^,^Magi Controll^,^^,^^,^^,^^,^^
^so_test_1_1541_name^,^Controll of Light^,^^,^^,^^,^^,^^
^ex_0_0258_name^,^Divine Cherry Blossoms^,^^,^^,^^,^^,^^
^ex_0_0258_description^,^Magic cherry blossom petals imbued with the power of the <UI_G>goddess of creation, Ellora</UI_G>.<br>Gather more of these and something wonderful might happen!^,^^,^^,^^,^^,^^
^ex_0_0363_name^,^Golem Heart Fragment^,^^,^^,^^,^^,^^
^ex_0_0363_description^,^Blueton asked you to gather some of these and bRing them to him.^,^^,^^,^^,^^,^^
^ex_soloscroll_01_name^,^Summon Scroll Fragment (Solo)^,^^,^^,^^,^^,^^
^ex_soloscroll_01_description^,^A scrap of paper tHat seems to be part of some sort of spell.<br>You can exchange them for special summoning scrolls at <UI_G>Phillipe Rabbini</UI_G>.<br><br>Obtained from:<br>- Legendary & Raid Dungeons<br>- Awakened Sandstorm<br>- Dragon God Hideout^,^^,^^,^^,^^,^^
^ex_soloscroll_01_description_attach_0^,^<br><br>Can be obtained from:<br>- Legendary Dungeons<br>- Attaius (Master)<br>- Fractura Master Mode<br>- Red Revolutionary Base<br>- Dragon God Hideout<br>- Ellora's Spire^,^^,^^,^^,^^,^^
^ex_guildscroll_01_name^,^Summon Scroll Fragment (Guild)^,^^,^^,^^,^^,^^
^ex_guildscroll_01_description^,^A scrap of paper tHat seems to be part of some sort of spell.<br>You can exchange them for special summoning scrolls at <UI_G>Kylie</UI_G> infront of the guild hall in Hakain's Crossing.<br><br>Obtained from:<br>- Guild Coin Shop<br>- Daily Guild Quests^,^^,^^,^^,^^,^^
^ex_guildscroll_01_description_attach_0^,^<br><br>Can be obtained from:<br>- Guild Coin Shop<br>- Daily Guild Quests^,^^,^^,^^,^^,^^
^ex_boss_solo_name^,^Solo Boss Subjugation Coin^,^^,^^,^^,^^,^^
^ex_boss_solo_description^,^Obtained by overcoming the challenges of solo boss summoning scrolls.<br>Can be exchanged for useful items at <UI_G>Phillipe Rabbini</UI_G> at Victory Plaza.^,^^,^^,^^,^^,^^
^ex_boss_guild_name^,^Guild Boss Subjugation Coin^,^^,^^,^^,^^,^^
^ex_boss_guild_description^,^Obtained by overcoming the challenges of guild boss summoning scrolls.<br>Can be exchanged for useful items at <UI_G>LaraRing Rabbini</UI_G> in the Guild Hall.^,^^,^^,^^,^^,^^
^qu_0_0_0884_name^,^The SpRing Legend of Middelas<br><UI_G>by Nimue</UI_G>^,^^,^^,^^,^^,^^
^qu_0_0_0884_description^,^SpRing is finally coming to Ellora! It’s my favorite time of the year and not just because oft he beautiful flowers everywhere.<br><br>Do you know the SpRing Legend of Ellora? No? Then I will tell you!^,^^,^^,^^,^^,^^
^qu_0_0_0884_description_attach_0^,^<UI_G>„Once upon a time the goddess Ellora fell in love with a young Elf Warrior. He was known for his courage and mercy and protected his little village from the Chaos Elves.<br><br>But sadly he died, lost against the magic of a Dark Mage.</UI_G>^,^^,^^,^^,^^,^^
^qu_0_0_0884_description_attach_1^,^<UI_G>The world turned into a dark place and all hope was gone.<br><br>Elloras heart was broken. She never cried, but now she cried one tear and placed it in the middle of the little village on the last cherry blossom.”<br><br>The End</UI_G>^,^^,^^,^^,^^,^^
^Bk_0_0020_name^,^The SpRing Legend of Middelas<br>by Nimue^,^^,^^,^^,^^,^^
^Bk_0_0020_text^,^<br><br>Once upon a time the goddess Ellora fell in love with a young Elf Warrior. He was known for his courage and mercy and protected his little village from the Chaos Elves.<br><br>But sadly he died, lost against the magic of a Dark Mage.^,^^,^^,^^,^^,^^
^Bk_0_0020_text_attach_0^,^The world turned into a dark place and all hope was gone.<br><br>Elloras heart was broken. She never cried, but now she cried one tear and placed it in the middle of the little village on the last cherry blossom.<br><br>^,^^,^^,^^,^^,^^
^Bk_0_0020_text_attach_1^,^And the cherry blossom, now full with divine magic, turned into a powerful legendary beast.<br><br>With the help of this majestic beast, the Dark Elves were finally defeated and SpRing came back to Elloras world.^,^^,^^,^^,^^,^^
^Bk_0_0020_text_attach_2^,^<br><br>Since then we celebrate the beginning of spRing every year and when the cherry blossoms start to bloom, the legendary beast comes back to Ellora, looking for a Rider with courage and mercy like the young Elf Warrior.<br><br>The End^,^^,^^,^^,^^,^^
^wr_reactionhitnew_name^,^Bloodbath^,^^,^^,^^,^^,^^
^wr_reactionhitnew_description_1^,^A mad, loud scream tHat will put you into a frenzy state, in which you ignore all pain for a short time.<br><br>Can be used within 5 seconds after using the <UI_G>first hit of Blasting Blow^,^^,^^,^^,^^,^^
^wr_reactionhitnew_description_1_Attach_0^,^</UI_G> to trigger the <UI_G>Thrilled</UI_G> buff tHat will make you invcible for a short time.<br><br><UI_R>Shares it's cooldown with 2nd hit of Blasting Blow and has increased cooldown in PvP zones.</UI_R>^,^^,^^,^^,^^,^^
^scrollsoloaura_aura_1_name^,^Support Challenge Boost^,^^,^^,^^,^^,^^
^scrollsoloaura_aura_1_description_1^,^Drastically increases your overall attack when facing this boss.<br><UI_R>Only for Guardian, Priest and Idol.</UI_R>^,^^,^^,^^,^^,^^
^d11_notice_sum1^,^Hostile bunnies have escaped from the Bunny Island.^,^^,^^,^^,^^,^^
^d11_notice_sum2^,^They are planning an invasion into your territory.^,^^,^^,^^,^^,^^
^d11_notice_sum3^,^Prepare yourself for battle!^,^^,^^,^^,^^,^^
^area_f09_eyein^,^Volcanic Cave Entrance^,^^,^^,^^,^^,^^
^area_f09_eyeout^,^Volcanic Cave Entrance^,^^,^^,^^,^^,^^
^area_d22_awak_01^,^Izhora's Domain^,^^,^^,^^,^^,^^
^it_bo_boneraptor_01_name^,^Skelliago's Claw^,^^,^^,^^,^^,^^
^it_bo_boneraptor_01_description^,^A claw from your familiar Skelliago, tHat temporarily increases your Bleed Rate and Ciritcal Hit Damage as long as you carry it in your bag.^,^^,^^,^^,^^,^^
^n_d94_portal_020_name^,^Holy Light Stone^,^^,^^,^^,^^,^^
^N_c01_hufline_002_name^,^Seratia^,^^,^^,^^,^^,^^
^N_c01_hufline_002_nameDetail^,^Ellora's Lion^,^^,^^,^^,^^,^^
^N_c01_hufline_003_name^,^Seratia^,^^,^^,^^,^^,^^
^N_c01_hufline_003_nameDetail^,^Ellora's Lion^,^^,^^,^^,^^,^^
^N_c01_hufline_004_name^,^Seratia^,^^,^^,^^,^^,^^
^N_c01_hufline_004_nameDetail^,^Ellora's Lion^,^^,^^,^^,^^,^^
^N_ev_skygod_01_name^,^Skygod Revael^,^^,^^,^^,^^,^^
^N_ev_skygod_01_nameDetail^,^Legendary Warrior^,^^,^^,^^,^^,^^
^n_c01_oylmpic_007_name^,^Anniversary Banquet^,^^,^^,^^,^^,^^
^n_f09_portal_eyein_name^,^Volcanic Cave Entrance^,^^,^^,^^,^^,^^
^n_f09_portal_eyeout_name^,^Volcanic Cave Entrance^,^^,^^,^^,^^,^^
^dialog_1430036_text0^,^(This statue looks weird. It seems to read your mind.)^,^^,^^,^^,^^,^^
^dialog_1100054_answer_0_text^,^Awakened Dungeon Shop^,^^,^^,^^,^^,^^
^dialog_9031739_title^,^Hakana's Anniversary Banquet^,^^,^^,^^,^^,^^
^dialog_9031739_text0^,^A banquet prepared for the Divine Anniversary.^,^^,^^,^^,^^,^^
^dialog_9031739_answer_0_text^,^Eat from the banquet^,^^,^^,^^,^^,^^
^Dialog_9999995_title^,^Skygod Revael^,^^,^^,^^,^^,^^
^Dialog_9999995_text0^,^Oh I see a strong adventurer before me!<br>Why don't you come and accept my challenge?<br>I am looking for brave and heroic fighters all over the world.^,^^,^^,^^,^^,^^
^Dialog_9999996_title^,^Seratia^,^^,^^,^^,^^,^^
^Dialog_9999996_text0^,^These lands have been torn between agents of chaos and our benevolent protectors since the days of yore. It is Ellora's power tHat has kept us safe and her will tHat brought myself and my kind to do her bidding. <br><br>^,^^,^^,^^,^^,^^
^Dialog_9999996_text0_attach_0^,^We are tasked with maintaining the balance of the gods. Are you one to bRing balance? Or are you here to break it?^,^^,^^,^^,^^,^^
^Dialog_9999996_answer_0_text^,^The Role of the Lion^,^^,^^,^^,^^,^^
^Dialog_9999996_answer_1_text^,^Legendary Emblem^,^^,^^,^^,^^,^^
^Dialog_9999996_answer_2_text^,^Awakened Dungeon Shop^,^^,^^,^^,^^,^^
^Dialog_9999997_title^,^Seratia^,^^,^^,^^,^^,^^
^Dialog_9999997_text0^,^These lands have been torn between agents of chaos and our benevolent protectors since the days of yore. It is Ellora's power tHat has kept us safe and her will tHat brought myself and my kind to do her bidding. <br><br>^,^^,^^,^^,^^,^^
^Dialog_9999997_text0_attach_0^,^We are tasked with maintaining the balance of the gods. Are you one to bRing balance? Or are you here to break it?^,^^,^^,^^,^^,^^
^Dialog_9999997_answer_0_text^,^The Role of the Lion^,^^,^^,^^,^^,^^
^Dialog_9999997_answer_1_text^,^Legendary Emblem^,^^,^^,^^,^^,^^
^Dialog_9999997_answer_2_text^,^Awakened Dungeon Shop^,^^,^^,^^,^^,^^
^Dialog_9999998_title^,^Seratia^,^^,^^,^^,^^,^^
^Dialog_9999998_text0^,^These lands have been torn between agents of chaos and our benevolent protectors since the days of yore. It is Ellora's power tHat has kept us safe and her will tHat brought myself and my kind to do her bidding. <br><br>^,^^,^^,^^,^^,^^
^Dialog_9999998_text0_attach_0^,^We are tasked with maintaining the balance of the gods. Are you one to bRing balance? Or are you here to break it?^,^^,^^,^^,^^,^^
^Dialog_9999998_answer_0_text^,^The Role of the Lion^,^^,^^,^^,^^,^^
^Dialog_9999998_answer_1_text^,^Legendary Emblem^,^^,^^,^^,^^,^^
^Dialog_9999998_answer_2_text^,^Awakened Dungeon Shop^,^^,^^,^^,^^,^^
^d94_notice_01^,^Room cleared! Proceed to the next one.^,^^,^^,^^,^^,^^
^d94_notice_02^,^10 seconds left until the Executioner arrives! Hurry!^,^^,^^,^^,^^,^^
^d94_boss_01^,^Suddenly you a lonely Zombie appears.^,^^,^^,^^,^^,^^
^d94_boss_02^,^I am so alone....*sob*^,^^,^^,^^,^^,^^
^d94_boss_03^,^Don't be affraid of me...^,^^,^^,^^,^^,^^
^d94_boss_04^,^Please be my friends...^,^^,^^,^^,^^,^^
^d94_boss_05^,^All I wanted... was to have friends....*sob*^,^^,^^,^^,^^,^^
^d94_boss_06^,^4 legendary heroes of the Holy Grail War have appareaed!^,^^,^^,^^,^^,^^
^d94_boss_07^,^The protector of the animal kingdom has appeared!^,^^,^^,^^,^^,^^
^d94_boss_08^,^The puppet masters Marie & Net appeared!^,^^,^^,^^,^^,^^
^d94_boss_09^,^The Black Panther is furious tHat you stole his meat!^,^^,^^,^^,^^,^^
^d94_boss_10^,^The meat lured in some wild animals.^,^^,^^,^^,^^,^^
^d94_boss_11^,^The rich flavor of this meat temporarily increased your stats!^,^^,^^,^^,^^,^^
^d94_boss_12^,^The meat was burnt. Your stats have temporarily decreased!^,^^,^^,^^,^^,^^
^d94_boss_13^,^Black Panther is no longer around.^,^^,^^,^^,^^,^^
^dungall_notice_awak0^,^The athmosphere has changed. Be careful about stronger monsters now!^,^^,^^,^^,^^,^^
^dungall_notice_awak1^,^You can feel a strong energy resonating nearby.^,^^,^^,^^,^^,^^
^dungall_notice_awak2^,^A dark rift has opened and a powerful creature emerges from it.^,^^,^^,^^,^^,^^
^setskill_divine1_name^,^Divine Embrace^,^^,^^,^^,^^,^^
^setskill_divine1_description_1^,^Move Speed +35%     Stat Limit Break +20%<br><br>Activates Divine Embrace skill:<br>Every attack has a 1% chance to trigger the Divine Punishment attack, dealing 900% damage to 20 enemies within 6m of the target.<br><br>^,^^,^^,^^,^^,^^
^setskill_divine1_description_1_attach_0^,^Activates Divine Surpression skill:<br>Every attack has a 100% chance to reduce the enemy's PvP Attack by 75%, PvP Defense by 100%, Critical Damage & Defense by 1500 for 5 seconds.<UI_R>(Not active in Ellora's Spire)</UI_R>^,^^,^^,^^,^^,^^
^setskill_divine2_name^,^Divine Embrace^,^^,^^,^^,^^,^^
^setskill_divine2_description_1^,^Move Speed +35%     Stat Limit Break +20%<br><br>Activates Divine Embrace skill:<br>Every attack has a 1% chance to trigger the Divine Punishment attack, dealing 900% damage to 20 enemies within 6m of the target.<br><br>^,^^,^^,^^,^^,^^
^setskill_divine2_description_1_attach_0^,^Activates Divine Surpression skill:<br>Every attack has a 100% chance to reduce the enemy's PvP Attack by 75%, PvP Defense by 100%, Critical Damage & Defense by 1500 for 5 seconds.<UI_R>(Not active in Ellora's Spire)</UI_R>^,^^,^^,^^,^^,^^
^setskill_divinedps_name^,^Divine Transcendence^,^^,^^,^^,^^,^^
^setskill_divinedps_description_1^,^Ov. Attack +25% HP +20%<br>Crit Dmg +7270        All Attributes +250<br>PvP Attack +100%   PvP Defense +50%<br>PvP Resist +55%    Cooldown Limit +5%<br><br>Activates Divine Transcendence:<br>Enhances your [Awakening] Buff skill:<br>- Duration +2 Minutes^,^^,^^,^^,^^,^^
^setskill_divinedps_description_1_attach_0^,^<br>- Cooldown -6 Minutes<br>- Buff Effects Increased and adds a unique effect based on your class<br><br>Cautious Aim (Crossbow Skill) triggers Exposed Weakspot:<br>The target will receive +35% damage from all Crossbow attacks for 40 seconds.^,^^,^^,^^,^^,^^
^setskill_divinegd_name^,^Divine Transcendence^,^^,^^,^^,^^,^^
^setskill_divinegd_description_1^,^Ov. Attack +25% HP +20%<br>Crit Dmg +6664        All Attributes +250<br>PvP Attack +80%   PvP Defense +90%<br>PvP Resist +55%    Cooldown Limit +5%<br><br>Activates Divine Transcendence:<br>Enhances your [Awakening] Buff skill:<br>- Duration +2 Minutes^,^^,^^,^^,^^,^^
^setskill_divinegd_description_1_attach_0^,^<br>- Cooldown -6 Minutes<br>- Buff Effects Increased and adds a unique effect based on your class<br><br>Cautious Aim (Crossbow Skill) triggers Exposed Weakspot:<br>The target will receive +35% damage from all Crossbow attacks for 40 seconds.^,^^,^^,^^,^^,^^
^setskill_divinesup_name^,^Divine Transcendence^,^^,^^,^^,^^,^^
^setskill_divinesup_description_1^,^Ov. Attack +25% HP +20%<br>Crit Dmg +6361        All Attributes +250<br>PvP Attack +75%   PvP Defense +70%<br>PvP Resist +55%    Cooldown Limit +5%<br><br>Activates Divine Transcendence:<br>Enhances your [Awakening] Buff skill:<br>- Duration +2 Minutes^,^^,^^,^^,^^,^^
^setskill_divinesup_description_1_attach_0^,^<br>- Cooldown -6 Minutes<br>- Buff Effects Increased and adds a unique effect based on your class<br><br>Cautious Aim (Crossbow Skill) triggers Exposed Weakspot:<br>The target will receive +35% damage from all Crossbow attacks for 40 seconds.^,^^,^^,^^,^^,^^
^setskill_divinepvp_name^,^Divine Surpression^,^^,^^,^^,^^,^^
^setskill_divinepvp_description_1^,^Drastically reduces enemies PvP stats.^,^^,^^,^^,^^,^^
^divinelightning1_name^,^Divine Punishment^,^^,^^,^^,^^,^^
^divinelightning2_name^,^Divine Punishment^,^^,^^,^^,^^,^^
^weakness2_name^,^Exposed Weakspot^,^^,^^,^^,^^,^^
^weakness2_description_1^,^Increases damage received by Crossbow attacks by 35%.^,^^,^^,^^,^^,^^
^gd_skillbook69_name^,^I'm your target!^,^^,^^,^^,^^,^^
^gd_skillbook69_description_1^,^Permanently increases threat build-up by 50%.^,^^,^^,^^,^^,^^
^gd_70skillbook_name^,^Monster Expertise^,^^,^^,^^,^^,^^
^gd_70skillbook_description_1^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.^,^^,^^,^^,^^,^^
^wr_70skillbook_name^,^Monster Expertise^,^^,^^,^^,^^,^^
^wr_70skillbook_description_1^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.^,^^,^^,^^,^^,^^
^tf_70skillbook_name^,^Monster Expertise^,^^,^^,^^,^^,^^
^tf_70skillbook_description_1^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.^,^^,^^,^^,^^,^^
^wz_70skillbook_name^,^Monster Expertise^,^^,^^,^^,^^,^^
^wz_70skillbook_description_1^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.^,^^,^^,^^,^^,^^
^pr_70skillbook_name^,^Monster Expertise^,^^,^^,^^,^^,^^
^pr_70skillbook_description_1^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.^,^^,^^,^^,^^,^^
^ac_70skillbook_name^,^Monster Expertise^,^^,^^,^^,^^,^^
^ac_70skillbook_description_1^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.^,^^,^^,^^,^^,^^
^do_70skillbook_name^,^Monster Expertise^,^^,^^,^^,^^,^^
^do_70skillbook_description_1^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.^,^^,^^,^^,^^,^^
^mg_70skillbook_name^,^Monster Expertise^,^^,^^,^^,^^,^^
^mg_70skillbook_description_1^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.^,^^,^^,^^,^^,^^
^unarortune01_description_1^,^Makes you immune to the deadly area below Ortune (Stygaea).^,^^,^^,^^,^^,^^
^wz_nomana_name^,^[Ancient] Last Resort^,^^,^^,^^,^^,^^
^wz_nomana_description_1^,^When your mana drops below 10%, [Ancient] Black Light will instantly restore some of your mana and health.<br>Level 1: 6% HP and 4% MP<br>Level 2: 7% HP and 8% MP<br>Level 3: 8% HP and 12% MP<br>Level 4: 9% HP and 16% MP<br>Level 5: 10% HP and 20% MP^,^^,^^,^^,^^,^^
^tf_dangerareaatk2p_name^,^Danger Zone (PvP)^,^^,^^,^^,^^,^^
^tf_dangerareaatk3p_name^,^Danger Zone (PvP)^,^^,^^,^^,^^,^^
^tf_dangerareaatk4p_name^,^Danger Zone (PvP)^,^^,^^,^^,^^,^^
^tf_dangerareaatk5p_name^,^Danger Zone (PvP)^,^^,^^,^^,^^,^^
^tf_dangerareaatkb1p_name^,^Danger Zone (PvP)^,^^,^^,^^,^^,^^
^tf_dangerareaatkr1p_name^,^Danger Zone (PvP)^,^^,^^,^^,^^,^^
^tf_dangerareaatkg1p_name^,^Danger Zone (PvP)^,^^,^^,^^,^^,^^
^fedreampig99_buff_1_name^,^Illusion of Time and Space^,^^,^^,^^,^^,^^
^fedreampig97link1_buff_1_name^,^Fate: Health Recovery^,^^,^^,^^,^^,^^
^fedreampig97link2_buff_1_name^,^Fate: Energy Recovery^,^^,^^,^^,^^,^^
^fedreampig97link3_buff_1_name^,^Fate: Attack Increase^,^^,^^,^^,^^,^^
